volAc,chlorides,density,fixAc,totalSuDi,citAc,resSu,pH,sulphates,freeSulDi,alcohol,quality*
0.76,0.092,0.997,7.8,54.0,0.04,2.3,3.26,0.65,15.0,9.8,Fine
0.28,0.075,0.998,11.2,60.0,0.56,1.9,3.16,0.58,17.0,9.8,Fine
0.7,0.076,0.9978,7.4,34.0,0.0,1.9,3.51,0.56,11.0,9.4,Fine
0.66,0.075,0.9978,7.4,40.0,0.0,1.8,3.51,0.56,13.0,9.4,Fine
0.6,0.069,0.9964,7.9,59.0,0.06,1.6,3.3,0.46,15.0,9.4,Fine
0.5,0.071,0.9978,7.5,102.0,0.36,6.1,3.35,0.8,17.0,10.5,Fine
0.58,0.097,0.9959,6.7,65.0,0.08,1.8,3.28,0.54,15.0,9.2,Fine
0.5,0.071,0.9978,7.5,102.0,0.36,6.1,3.35,0.8,17.0,10.5,Fine
0.615,0.089,0.9943,5.6,59.0,0.0,1.6,3.58,0.52,16.0,9.9,Fine
0.61,0.114,0.9974,7.8,29.0,0.29,1.6,3.26,1.56,9.0,9.1,Fine
0.62,0.176,0.9986,8.9,145.0,0.18,3.8,3.16,0.88,52.0,9.2,Fine
0.62,0.17,0.9986,8.9,148.0,0.19,3.9,3.17,0.93,51.0,9.2,Fine
0.56,0.368,0.9968,8.1,56.0,0.28,1.7,3.11,1.28,16.0,9.3,Fine
0.32,0.341,0.9969,7.9,56.0,0.51,1.8,3.04,1.08,17.0,9.2,Fine
0.22,0.077,0.9968,8.9,60.0,0.48,1.8,3.39,0.53,29.0,9.4,Fine
0.39,0.082,0.9982,7.6,71.0,0.31,2.3,3.52,0.65,23.0,9.7,Fine
0.43,0.106,0.9966,7.9,37.0,0.21,1.6,3.17,0.91,10.0,9.5,Fine
0.49,0.084,0.9968,8.5,67.0,0.11,2.3,3.17,0.53,9.0,9.4,Fine
0.4,0.085,0.9968,6.9,40.0,0.14,2.4,3.43,0.63,21.0,9.7,Fine
0.39,0.08,0.9955,6.3,23.0,0.16,1.4,3.34,0.56,11.0,9.3,Fine
0.41,0.08,0.9962,7.6,11.0,0.24,1.8,3.28,0.59,4.0,9.5,Fine
0.43,0.106,0.9966,7.9,37.0,0.21,1.6,3.17,0.91,10.0,9.5,Fine
0.71,0.08,0.9972,7.1,35.0,0.0,1.9,3.47,0.55,14.0,9.4,Fine
0.645,0.082,0.9964,7.8,16.0,0.0,2.0,3.38,0.59,8.0,9.8,Fine
0.675,0.089,0.9958,6.7,82.0,0.07,2.4,3.35,0.54,17.0,10.1,Fine
0.685,0.105,0.9966,6.9,37.0,0.0,2.5,3.46,0.57,22.0,10.6,Fine
0.655,0.083,0.9966,8.3,113.0,0.12,2.3,3.17,0.66,15.0,9.8,Fine
0.605,0.073,0.9993,6.9,83.0,0.12,10.7,3.45,0.52,40.0,9.4,Fine
0.32,0.103,0.9957,5.2,50.0,0.25,1.8,3.38,0.55,13.0,9.2,Fine
0.645,0.086,0.9986,7.8,18.0,0.0,5.5,3.4,0.55,5.0,9.6,Fine
0.6,0.086,0.9975,7.8,15.0,0.14,2.4,3.42,0.6,3.0,10.8,Fine
0.45,0.074,0.9978,7.3,87.0,0.36,5.9,3.33,0.83,12.0,10.5,Fine
0.45,0.074,0.9978,7.3,87.0,0.36,5.9,3.33,0.83,12.0,10.5,Fine
0.49,0.332,0.9968,7.5,14.0,0.2,2.6,3.21,0.9,8.0,10.5,Fine
0.66,0.069,0.9968,8.1,23.0,0.22,2.2,3.3,1.2,9.0,10.3,Fine
0.67,0.05,0.9962,6.8,11.0,0.02,1.8,3.48,0.52,5.0,9.5,Fine
0.935,0.114,0.997,7.7,114.0,0.43,2.2,3.25,0.73,22.0,9.2,Fine
0.29,0.113,0.9969,8.7,37.0,0.52,1.6,3.25,0.58,12.0,9.5,Fine
0.4,0.066,0.9958,6.4,12.0,0.23,1.6,3.34,0.56,5.0,9.2,Fine
0.31,0.074,0.9954,5.6,96.0,0.37,1.4,3.32,0.58,12.0,9.2,Fine
0.66,0.074,0.9971,8.8,23.0,0.26,1.7,3.15,0.74,4.0,9.2,Fine
0.52,0.069,0.9956,6.6,15.0,0.04,2.2,3.4,0.63,8.0,9.4,Fine
0.5,0.068,0.9955,6.6,14.0,0.04,2.1,3.39,0.64,6.0,9.4,Fine
0.38,0.081,0.997,8.6,119.0,0.36,3.0,3.2,0.56,30.0,9.4,Fine
0.51,0.11,0.9955,7.6,73.0,0.15,2.8,3.17,0.63,33.0,10.2,Fine
0.62,0.084,0.9978,7.7,45.0,0.04,3.8,3.34,0.53,25.0,9.5,Fine
0.42,0.07,0.9971,10.2,10.0,0.57,3.4,3.04,0.63,4.0,9.6,Fine
0.63,0.111,0.9983,7.5,110.0,0.12,5.1,3.26,0.77,50.0,9.4,Fine
0.59,0.076,0.9975,7.8,54.0,0.18,2.3,3.43,0.59,17.0,10.0,Fine
0.39,0.074,0.9962,7.3,46.0,0.31,2.4,3.41,0.54,9.0,9.4,Fine
0.4,0.079,0.998,8.8,52.0,0.4,2.2,3.44,0.64,19.0,9.2,Fine
0.69,0.115,0.9968,7.7,112.0,0.49,1.8,3.21,0.71,20.0,9.3,Fine
0.735,0.081,0.9966,7.0,54.0,0.05,2.0,3.39,0.57,13.0,9.8,Fine
0.725,0.086,0.9962,7.2,11.0,0.05,4.65,3.41,0.39,4.0,10.9,Fine
0.725,0.086,0.9962,7.2,11.0,0.05,4.65,3.41,0.39,4.0,10.9,Fine
0.52,0.079,0.9968,7.5,39.0,0.11,1.5,3.42,0.58,11.0,9.6,Fine
0.705,0.076,0.9962,6.6,15.0,0.07,1.6,3.44,0.58,6.0,10.7,Fine
0.32,0.074,0.9969,9.3,65.0,0.57,2.0,3.28,0.79,27.0,10.7,Fine
0.705,0.074,0.9962,8.0,19.0,0.05,1.9,3.34,0.95,8.0,10.5,Fine
0.63,0.076,0.9967,7.7,27.0,0.08,1.9,3.32,0.54,15.0,9.5,Fine
0.67,0.088,0.9962,7.7,96.0,0.23,2.1,3.32,0.48,17.0,9.5,Fine
0.69,0.084,0.9961,7.7,94.0,0.22,1.9,3.31,0.48,18.0,9.5,Fine
0.32,0.094,0.9984,9.7,83.0,0.54,2.5,3.28,0.82,28.0,9.6,Fine
0.41,0.093,0.9986,8.8,42.0,0.64,2.2,3.54,0.66,9.0,10.5,Fine
0.41,0.093,0.9986,8.8,42.0,0.64,2.2,3.54,0.66,9.0,10.5,Fine
0.785,0.104,0.9966,6.8,30.0,0.0,2.4,3.52,0.55,14.0,10.7,Fine
0.75,0.086,0.9958,6.7,80.0,0.12,2.0,3.38,0.52,12.0,10.1,Fine
0.45,0.069,0.9958,6.2,15.0,0.2,1.6,3.41,0.56,3.0,9.2,Fine
0.43,0.464,0.9974,7.8,67.0,0.7,1.9,3.13,1.28,22.0,9.4,Fine
0.5,0.086,0.997,7.4,73.0,0.47,2.0,3.36,0.57,21.0,9.1,Fine
0.67,0.401,0.9969,7.3,51.0,0.26,1.8,3.16,1.14,16.0,9.4,Fine
0.3,0.069,0.9959,6.3,61.0,0.48,1.8,3.44,0.78,18.0,10.3,Fine
0.55,0.076,0.9961,6.9,40.0,0.15,2.2,3.41,0.59,19.0,10.1,Fine
0.49,0.11,0.9972,8.6,136.0,0.28,1.9,2.93,1.95,20.0,9.9,Fine
0.49,0.062,0.9966,7.7,31.0,0.26,1.9,3.39,0.64,9.0,9.6,Fine
0.39,0.107,0.9978,9.3,125.0,0.44,2.1,3.14,1.22,34.0,9.5,Fine
0.62,0.076,0.9978,7.0,24.0,0.08,1.8,3.48,0.53,8.0,9.0,Fine
0.52,0.079,0.9964,7.9,140.0,0.26,1.9,3.23,0.54,42.0,9.5,Fine
0.49,0.11,0.9972,8.6,136.0,0.28,1.9,2.93,1.95,20.0,9.9,Fine
0.49,0.11,0.9972,8.6,133.0,0.29,2.0,2.93,1.98,19.0,9.8,Fine
0.49,0.062,0.9966,7.7,31.0,0.26,1.9,3.39,0.64,9.0,9.6,Fine
0.6,0.058,0.9932,4.7,106.0,0.17,2.3,3.85,0.6,17.0,12.9,Fine
0.775,0.102,0.9965,6.8,23.0,0.0,3.0,3.45,0.56,8.0,10.7,Fine
0.5,0.07,0.9963,7.0,22.0,0.25,2.0,3.25,0.63,3.0,9.2,Fine
0.9,0.079,0.9967,7.6,10.0,0.06,2.5,3.39,0.56,5.0,9.8,Fine
0.545,0.08,0.9972,8.1,35.0,0.18,1.9,3.3,0.59,13.0,9.0,Fine
0.61,0.084,0.9972,8.3,50.0,0.3,2.1,3.4,0.61,11.0,10.2,Fine
0.5,0.075,0.9959,7.8,22.0,0.3,1.9,3.31,0.56,8.0,10.4,Fine
0.545,0.08,0.9972,8.1,35.0,0.18,1.9,3.3,0.59,13.0,9.0,Fine
0.575,0.077,0.9967,8.1,65.0,0.22,2.1,3.29,0.51,12.0,9.2,Fine
0.49,0.07,0.996,7.2,36.0,0.24,2.2,3.33,0.48,5.0,9.4,Fine
0.575,0.077,0.9967,8.1,65.0,0.22,2.1,3.29,0.51,12.0,9.2,Fine
0.41,0.467,0.9973,7.8,69.0,0.68,1.7,3.08,1.31,18.0,9.3,Fine
0.63,0.088,0.9969,6.2,64.0,0.31,1.7,3.46,0.79,15.0,9.3,Fine
0.33,0.091,0.9976,8.0,80.0,0.53,2.5,3.37,0.8,18.0,9.6,Fine
0.785,0.122,0.9969,8.1,153.0,0.52,2.0,3.21,0.69,37.0,9.3,Fine
0.56,0.104,0.9964,7.8,47.0,0.19,1.8,3.19,0.93,12.0,9.5,Fine
0.62,0.084,0.9964,8.4,108.0,0.09,2.2,3.15,0.66,11.0,9.8,Fine
0.6,0.085,0.9964,8.4,111.0,0.1,2.2,3.15,0.66,14.0,9.8,Fine
0.31,0.08,0.9988,10.1,46.0,0.44,2.3,3.32,0.67,22.0,9.7,Fine
0.56,0.104,0.9964,7.8,47.0,0.19,1.8,3.19,0.93,12.0,9.5,Fine
0.4,0.09,0.9966,9.4,62.0,0.31,2.2,3.07,0.63,13.0,10.5,Fine
0.54,0.077,0.9978,8.3,40.0,0.28,1.9,3.39,0.61,11.0,10.0,Fine
0.56,0.082,0.997,7.8,28.0,0.12,2.0,3.37,0.5,7.0,9.4,Fine
0.55,0.119,0.9962,8.8,56.0,0.04,2.2,3.21,0.6,14.0,10.9,Fine
0.69,0.097,0.9959,7.0,89.0,0.08,1.8,3.34,0.54,22.0,9.2,Fine
1.07,0.178,0.9962,7.3,89.0,0.09,1.7,3.3,0.57,10.0,9.0,Fine
0.55,0.119,0.9962,8.8,56.0,0.04,2.2,3.21,0.6,14.0,10.9,Fine
0.695,0.075,0.998,7.3,13.0,0.0,2.5,3.49,0.52,3.0,9.2,Fine
0.71,0.08,0.9976,8.0,34.0,0.0,2.6,3.44,0.53,11.0,9.5,Fine
0.5,0.082,0.996,7.8,102.0,0.17,1.6,3.39,0.48,21.0,9.5,Fine
0.62,0.146,0.9984,9.0,90.0,0.04,1.9,3.16,0.7,27.0,9.4,Fine
1.33,0.081,0.9964,8.2,12.0,0.0,1.7,3.53,0.49,3.0,10.9,Fine
1.33,0.082,0.9964,8.1,12.0,0.0,1.8,3.54,0.48,3.0,10.9,Fine
0.38,0.072,0.9955,6.1,19.0,0.15,1.8,3.42,0.57,6.0,9.4,Fine
0.745,0.118,0.9968,8.0,134.0,0.56,2.0,3.24,0.66,30.0,9.4,Fine
0.5,0.049,0.9937,5.6,99.0,0.09,2.3,3.63,0.63,17.0,13.0,Fine
0.5,0.049,0.9937,5.6,99.0,0.09,2.3,3.63,0.63,17.0,13.0,Fine
0.5,0.06,0.9952,6.6,26.0,0.01,1.5,3.4,0.58,17.0,9.8,Fine
1.04,0.084,0.9959,7.9,29.0,0.05,2.2,3.22,0.55,13.0,9.9,Fine
0.745,0.09,0.9965,8.4,63.0,0.11,1.9,3.19,0.82,16.0,9.6,Fine
0.715,0.089,0.9968,8.3,52.0,0.15,1.8,3.23,0.77,10.0,9.5,Fine
0.415,0.081,0.9972,7.2,45.0,0.36,2.0,3.48,0.64,13.0,9.2,Fine
0.56,0.081,0.9962,7.8,105.0,0.19,2.1,3.33,0.54,15.0,9.5,Fine
0.56,0.081,0.9962,7.8,108.0,0.19,2.0,3.32,0.54,17.0,9.5,Fine
0.745,0.09,0.9965,8.4,63.0,0.11,1.9,3.19,0.82,16.0,9.6,Fine
0.715,0.089,0.9968,8.3,52.0,0.15,1.8,3.23,0.77,10.0,9.5,Fine
0.34,0.05,0.9916,5.2,63.0,0.0,1.8,3.68,0.79,27.0,14.0,Fine
0.39,0.066,0.9954,6.3,20.0,0.08,1.7,3.34,0.58,3.0,9.4,Fine
0.34,0.05,0.9916,5.2,63.0,0.0,1.8,3.68,0.79,27.0,14.0,Fine
0.67,0.117,0.9968,8.1,141.0,0.55,1.8,3.17,0.62,32.0,9.4,Fine
0.68,0.087,0.9944,5.8,94.0,0.02,1.8,3.54,0.52,21.0,10.0,Fine
0.49,0.236,0.9968,7.6,88.0,0.26,1.6,3.11,0.8,10.0,9.3,Fine
0.49,0.074,0.9959,6.9,30.0,0.1,2.3,3.42,0.58,12.0,10.2,Fine
0.4,0.089,0.9975,8.2,43.0,0.44,2.8,3.53,0.61,11.0,10.5,Fine
0.33,0.077,0.9958,7.3,11.0,0.47,2.1,3.33,0.53,5.0,10.3,Fine
0.6,0.095,0.995,7.5,99.0,0.03,1.8,3.35,0.54,25.0,10.1,Fine
0.6,0.095,0.995,7.5,99.0,0.03,1.8,3.35,0.54,25.0,10.1,Fine
0.43,0.07,0.9973,7.1,129.0,0.42,5.5,3.42,0.72,29.0,10.5,Fine
0.43,0.071,0.9973,7.1,128.0,0.42,5.5,3.42,0.71,28.0,10.5,Fine
0.43,0.07,0.9973,7.1,129.0,0.42,5.5,3.42,0.72,29.0,10.5,Fine
0.43,0.071,0.9973,7.1,128.0,0.42,5.5,3.42,0.71,28.0,10.5,Fine
0.68,0.073,0.9969,7.1,22.0,0.0,2.2,3.48,0.5,12.0,9.3,Fine
0.6,0.079,0.9968,6.8,86.0,0.18,1.9,3.59,0.57,18.0,9.3,Fine
0.95,0.09,0.9959,7.6,20.0,0.03,2.0,3.2,0.56,7.0,9.6,Fine
0.53,0.076,0.9964,7.8,31.0,0.04,1.7,3.33,0.56,17.0,10.0,Fine
0.6,0.07,0.9982,7.4,121.0,0.26,7.3,3.37,0.49,36.0,9.4,Fine
0.59,0.07,0.9981,7.3,121.0,0.26,7.2,3.37,0.49,35.0,9.4,Fine
0.63,0.1,0.9961,7.8,96.0,0.48,1.7,3.19,0.62,14.0,9.5,Fine
0.64,0.085,0.9956,6.8,101.0,0.1,2.1,3.34,0.52,18.0,10.2,Fine
0.63,0.089,0.9953,6.8,44.0,0.07,2.1,3.47,0.55,11.0,10.4,Fine
0.705,0.36,0.9964,7.5,63.0,0.24,1.8,3.0,1.59,15.0,9.5,Fine
0.42,0.073,0.9972,8.0,18.0,0.17,2.0,3.29,0.61,6.0,9.2,Fine
0.42,0.073,0.9972,8.0,18.0,0.17,2.0,3.29,0.61,6.0,9.2,Fine
0.62,0.068,0.9961,7.4,42.0,0.05,1.9,3.42,0.57,24.0,11.5,Fine
0.38,0.08,0.9961,7.3,35.0,0.21,2.0,3.33,0.47,7.0,9.5,Fine
0.5,0.085,0.9958,6.9,49.0,0.04,1.5,3.35,0.78,19.0,9.5,Fine
0.38,0.08,0.9961,7.3,35.0,0.21,2.0,3.33,0.47,7.0,9.5,Fine
0.52,0.087,0.9972,7.5,38.0,0.42,2.3,3.58,0.61,8.0,10.5,Fine
0.805,0.068,0.9969,7.0,20.0,0.0,2.5,3.48,0.56,7.0,9.6,Fine
0.61,0.067,0.9969,8.8,42.0,0.14,2.4,3.19,0.59,10.0,9.5,Fine
0.61,0.067,0.9969,8.8,42.0,0.14,2.4,3.19,0.59,10.0,9.5,Fine
0.61,0.27,0.9972,8.9,110.0,0.49,2.0,3.12,1.02,23.0,9.3,Fine
0.73,0.076,0.9972,7.2,42.0,0.02,2.5,3.44,0.52,16.0,9.3,Fine
0.61,0.077,0.9971,6.8,65.0,0.2,1.8,3.54,0.58,11.0,9.3,Fine
0.62,0.079,0.997,6.7,62.0,0.21,1.9,3.52,0.58,8.0,9.3,Fine
0.31,0.111,0.9971,8.9,85.0,0.57,2.0,3.26,0.53,26.0,9.7,Fine
0.39,0.082,0.9972,7.4,67.0,0.48,2.0,3.34,0.55,14.0,9.2,Fine
0.705,0.084,0.9976,7.7,26.0,0.1,2.6,3.39,0.49,9.0,9.7,Fine
0.5,0.084,0.9968,7.9,143.0,0.33,2.0,3.2,0.55,15.0,9.5,Fine
0.49,0.082,0.9968,7.9,144.0,0.32,1.9,3.2,0.55,17.0,9.5,Fine
0.5,0.077,0.9976,8.2,127.0,0.35,2.9,3.23,0.62,21.0,9.4,Fine
0.37,0.074,0.9974,6.4,49.0,0.25,1.9,3.57,0.62,21.0,9.8,Fine
0.63,0.099,0.9969,6.8,126.0,0.12,3.8,3.28,0.61,16.0,9.5,Fine
0.55,0.071,0.9964,7.6,28.0,0.21,2.2,3.28,0.55,7.0,9.7,Fine
0.55,0.071,0.9964,7.6,28.0,0.21,2.2,3.28,0.55,7.0,9.7,Fine
0.59,0.074,0.9968,7.8,120.0,0.33,2.0,3.25,0.54,24.0,9.4,Fine
0.58,0.074,0.9968,7.3,55.0,0.3,2.4,3.46,0.59,15.0,10.2,Fine
0.3,0.067,0.9981,11.5,27.0,0.6,2.0,3.11,0.97,12.0,10.1,Fine
0.37,0.097,0.9975,8.8,145.0,0.48,2.1,3.04,1.03,39.0,9.3,Fine
0.5,0.075,0.99545,6.8,49.0,0.11,1.5,3.36,0.79,16.0,9.5,Fine
0.42,0.088,0.9961,7.0,39.0,0.35,1.6,3.34,0.55,16.0,9.2,Fine
0.43,0.089,0.99615,7.0,37.0,0.36,1.6,3.34,0.56,14.0,9.2,Fine
0.57,0.069,0.99625,7.8,120.0,0.31,1.8,3.29,0.53,26.0,9.3,Fine
0.44,0.1,0.9966,7.8,95.0,0.28,2.7,3.22,0.67,18.0,9.4,Fine
0.53,0.039,0.99585,9.7,19.0,0.6,2.0,3.3,0.86,5.0,12.4,Fine
0.725,0.083,0.99685,8.0,62.0,0.24,2.8,3.35,0.56,10.0,10.0,Fine
0.44,0.059,0.998,11.6,15.0,0.64,2.1,3.21,0.67,5.0,10.2,Fine
0.57,0.06,0.9959,8.2,65.0,0.26,2.2,3.3,0.43,28.0,10.1,Fine
0.735,0.092,0.9974,7.8,41.0,0.08,2.4,3.24,0.71,10.0,9.8,Fine
0.49,0.06,0.9974,7.0,121.0,0.49,5.6,3.34,0.76,26.0,10.5,Fine
0.625,0.101,0.9962,8.7,49.0,0.16,2.0,3.14,0.57,13.0,11.0,Fine
0.725,0.072,0.9967,8.1,41.0,0.22,2.2,3.36,0.55,11.0,9.1,Fine
0.49,0.076,0.9957,7.5,44.0,0.19,1.9,3.39,0.54,10.0,9.7,Fine
0.53,0.08,0.99655,7.8,144.0,0.33,2.4,3.3,0.6,24.0,9.5,Fine
0.34,0.082,0.9964,7.8,58.0,0.37,2.0,3.34,0.59,24.0,9.4,Fine
0.53,0.101,0.9957,7.4,72.0,0.26,2.0,3.15,0.57,16.0,9.4,Fine
0.61,0.057,0.99525,6.8,10.0,0.04,1.5,3.42,0.6,5.0,9.5,Fine
0.645,0.083,0.99815,8.6,28.0,0.25,2.0,3.28,0.6,8.0,10.0,Fine
0.43,0.073,0.99615,7.7,63.0,0.25,2.6,3.37,0.58,29.0,10.5,Fine
0.59,0.337,0.9964,8.9,81.0,0.5,2.0,3.04,1.61,27.0,9.5,Fine
0.82,0.089,0.9984,9.0,23.0,0.14,2.6,3.39,0.63,9.0,9.8,Fine
0.43,0.073,0.99615,7.7,63.0,0.25,2.6,3.37,0.58,29.0,10.5,Fine
0.52,0.081,0.99685,6.9,37.0,0.25,2.6,3.46,0.5,10.0,11.0,Fine
0.38,0.078,0.99625,8.0,49.0,0.06,1.8,3.37,0.52,12.0,9.9,Fine
0.37,0.09,0.998,8.5,58.0,0.2,2.8,3.34,0.7,18.0,9.6,Fine
0.52,0.081,0.99685,6.9,37.0,0.25,2.6,3.46,0.5,10.0,11.0,Fine
1.0,0.065,0.99685,8.2,37.0,0.09,2.3,3.32,0.55,7.0,9.0,Fine
0.63,0.097,0.99675,7.2,38.0,0.0,1.9,3.37,0.58,14.0,9.0,Fine
0.63,0.097,0.99675,7.2,38.0,0.0,1.9,3.37,0.58,14.0,9.0,Fine
0.645,0.097,0.99675,7.2,39.0,0.0,1.9,3.37,0.58,15.0,9.2,Fine
0.63,0.097,0.99675,7.2,38.0,0.0,1.9,3.37,0.58,14.0,9.0,Fine
1.0,0.065,0.99685,8.2,37.0,0.09,2.3,3.32,0.55,7.0,9.0,Fine
0.635,0.263,0.9971,8.9,62.0,0.37,1.7,3.0,1.09,5.0,9.3,Fine
0.38,0.093,0.99925,12.0,24.0,0.56,2.1,3.14,0.71,6.0,10.9,Fine
0.58,0.102,0.99565,7.7,109.0,0.1,1.8,3.08,0.49,28.0,9.8,Fine
0.66,0.084,0.9983,7.3,23.0,0.0,2.0,3.61,0.96,6.0,9.9,Fine
0.68,0.075,0.99685,7.1,51.0,0.07,1.9,3.38,0.52,16.0,9.5,Fine
0.6,0.072,0.9963,8.2,73.0,0.17,2.3,3.2,0.45,11.0,9.3,Fine
0.53,0.074,0.99615,7.7,39.0,0.06,1.7,3.35,0.48,9.0,9.8,Fine
0.66,0.084,0.9983,7.3,23.0,0.0,2.0,3.61,0.96,6.0,9.9,Fine
0.32,0.063,0.9985,10.8,37.0,0.44,1.6,3.22,0.78,16.0,10.0,Fine
0.6,0.074,0.9972,7.1,34.0,0.0,1.8,3.47,0.7,16.0,9.9,Fine
0.35,0.09,0.9986,11.1,21.0,0.48,3.1,3.17,0.53,5.0,10.5,Fine
0.775,0.092,0.9959,7.7,86.0,0.42,1.9,3.23,0.59,8.0,9.5,Fine
0.6,0.074,0.9972,7.1,34.0,0.0,1.8,3.47,0.7,16.0,9.9,Fine
0.57,0.073,0.99675,8.0,119.0,0.23,3.2,3.26,0.57,17.0,9.3,Fine
0.34,0.075,0.998,9.4,13.0,0.37,2.2,3.22,0.62,5.0,9.2,Fine
0.695,0.075,0.9968,6.6,56.0,0.0,2.1,3.49,0.67,12.0,9.2,Fine
0.41,0.611,0.9968,7.7,45.0,0.76,1.8,3.06,1.26,8.0,9.4,Fine
0.33,0.077,0.99625,7.9,45.0,0.23,1.7,3.29,0.65,18.0,9.3,Fine
0.52,0.07,0.99575,8.0,35.0,0.03,1.7,3.34,0.57,10.0,10.0,Fine
0.37,0.077,0.9963,7.9,49.0,0.23,1.8,3.28,0.67,23.0,9.3,Fine
0.56,0.064,0.9999,12.5,27.0,0.49,2.4,3.08,0.87,5.0,10.9,Fine
0.54,0.077,0.9987,6.9,27.0,0.04,3.0,3.69,0.91,7.0,9.4,Fine
0.18,0.104,0.9996,11.5,23.0,0.51,4.0,3.28,0.97,4.0,10.1,Fine
0.545,0.087,0.9965,7.9,61.0,0.06,4.0,3.36,0.67,27.0,10.7,Fine
0.18,0.104,0.9996,11.5,23.0,0.51,4.0,3.28,0.97,4.0,10.1,Fine
0.37,0.071,0.99935,10.9,65.0,0.58,4.0,3.22,0.78,17.0,10.1,Fine
0.715,0.076,0.99735,8.4,38.0,0.2,2.4,3.31,0.64,10.0,9.4,Fine
0.65,0.088,0.99915,7.5,94.0,0.18,7.0,3.38,0.77,27.0,9.4,Fine
0.545,0.087,0.9965,7.9,61.0,0.06,4.0,3.36,0.67,27.0,10.7,Fine
0.54,0.077,0.9987,6.9,27.0,0.04,3.0,3.69,0.91,7.0,9.4,Fine
0.18,0.104,0.9996,11.5,23.0,0.51,4.0,3.28,0.97,4.0,10.1,Fine
0.26,0.071,0.9986,11.4,19.0,0.44,3.6,3.12,0.82,6.0,9.3,Fine
0.52,0.067,0.9971,7.6,53.0,0.12,3.0,3.36,0.57,12.0,9.1,Fine
0.59,0.102,1.00015,9.9,71.0,0.07,3.4,3.31,0.71,32.0,9.8,Fine
0.59,0.102,1.00015,9.9,71.0,0.07,3.4,3.31,0.71,32.0,9.8,Fine
0.45,0.073,0.9997,12.0,49.0,0.55,2.0,3.1,0.76,25.0,10.3,Fine
0.4,0.092,0.9967,7.5,53.0,0.12,3.0,3.37,0.7,29.0,10.3,Fine
0.42,0.105,1.001,11.6,98.0,0.53,3.3,3.2,0.95,33.0,9.2,Fine
0.2,0.343,0.9979,11.0,18.0,0.48,2.0,3.3,0.71,6.0,10.5,Fine
0.55,0.091,0.9994,10.4,48.0,0.23,2.7,3.22,0.64,18.0,10.3,Fine
0.36,0.098,0.9964,6.9,16.0,0.25,2.4,3.41,0.6,5.0,10.1,Fine
0.34,0.094,1.0014,13.3,53.0,0.52,3.2,3.05,0.81,17.0,9.5,Fine
0.5,0.073,1.0001,10.8,27.0,0.46,2.5,3.05,0.64,5.0,9.5,Fine
0.83,0.086,0.9981,10.6,70.0,0.37,2.6,3.16,0.52,26.0,9.9,Fine
0.63,0.083,0.99855,7.1,29.0,0.06,2.0,3.67,0.73,8.0,9.6,Fine
0.65,0.094,0.9993,7.2,31.0,0.02,2.3,3.67,0.8,5.0,9.7,Fine
0.67,0.08,0.99845,6.9,33.0,0.06,2.1,3.68,0.71,8.0,9.6,Fine
0.53,0.086,0.9965,7.5,44.0,0.06,2.6,3.38,0.59,20.0,10.7,Fine
0.18,0.068,0.9973,11.1,15.0,0.48,1.5,3.22,0.64,7.0,10.1,Fine
0.705,0.092,0.9994,8.3,28.0,0.12,2.6,3.51,0.72,12.0,10.0,Fine
0.67,0.186,0.996,7.4,21.0,0.12,1.6,3.39,0.54,5.0,9.5,Fine
0.65,0.112,0.9973,8.4,90.0,0.6,2.1,3.2,0.52,12.0,9.2,Fine
0.53,0.063,0.9998,10.3,25.0,0.48,2.5,3.12,0.59,6.0,9.3,Fine
0.62,0.082,0.9966,7.6,54.0,0.32,2.2,3.36,0.52,7.0,9.4,Fine
0.41,0.213,0.9994,10.3,14.0,0.42,2.4,3.19,0.62,6.0,9.5,Fine
0.43,0.214,0.9994,10.3,12.0,0.44,2.4,3.19,0.63,5.0,9.5,Fine
0.29,0.062,0.9968,7.4,30.0,0.38,1.7,3.41,0.53,9.0,9.5,Fine
0.53,0.063,0.9998,10.3,25.0,0.48,2.5,3.12,0.59,6.0,9.3,Fine
0.53,0.072,0.996,7.9,105.0,0.24,2.0,3.27,0.54,15.0,9.4,Fine
0.46,0.093,0.99815,9.0,98.0,0.31,2.8,3.32,0.63,19.0,9.5,Fine
0.47,0.076,0.9976,8.6,135.0,0.3,3.0,3.3,0.53,30.0,9.4,Fine
0.36,0.087,0.99645,7.4,72.0,0.29,2.6,3.39,0.68,26.0,11.0,Fine
0.35,0.096,0.9962,7.1,53.0,0.29,2.5,3.42,0.65,20.0,11.0,Fine
0.56,0.102,0.9996,9.6,92.0,0.23,3.4,3.3,0.65,37.0,10.1,Fine
0.77,0.082,0.99865,9.6,74.0,0.12,2.9,3.3,0.64,30.0,10.4,Fine
0.77,0.082,0.99865,9.6,74.0,0.12,2.9,3.3,0.64,30.0,10.4,Fine
0.61,0.09,0.99975,9.3,87.0,0.26,3.4,3.24,0.62,25.0,9.7,Fine
0.62,0.079,0.99735,7.8,18.0,0.05,2.3,3.29,0.63,6.0,9.3,Fine
0.59,0.09,0.999,10.3,73.0,0.42,2.8,3.28,0.7,35.0,9.5,Fine
0.49,0.071,1.0015,10.0,50.0,0.2,11.0,3.16,0.69,13.0,9.2,Fine
0.49,0.071,1.0015,10.0,50.0,0.2,11.0,3.16,0.69,13.0,9.2,Fine
0.44,0.107,0.998,10.3,13.0,0.5,4.5,3.28,0.83,5.0,11.5,Fine
